address|latitude|longtitude|name|country|phone|region
г. Краснодар,  Карасунский округ, ул. Фадеева, 431, (справа при движении из аэропорта) |45.0331|39.13423|23018|RU|(861) 240-91-07|Краснодарский край
г. Анапа, Анапское ш.,10, въезд в г.Анапу со стороны г.Новороссийска|44.89857|37.34702|23019|RU|8 (86133) 3-19-48|Краснодарский край
г. Горячий ключ, ул. Революции, 4а, р-н моста|44.63665|39.13382|23020|RU|(86159) 4-42-51|Краснодарский край
г. Крымск, ул.Маршала Жукова, автоколонна 21|44.93522|38.01195|23021|RU|8 (988) 523-38-62|Краснодарский край
36 км + 600 м трассы Стародеревянковская-Ленинградская-Кисляковская , перед ст. Ленинградская |46.30633|39.36155|23022|RU|88614570022|Краснодарский край
г. Армавир, пересечение улиц Ефремова и Каспарова, при выезде из г.Армавир на трассу Ростов-Махачкала, справа по ходу движения|44.979|41.07458|23029|RU|88613754225|Краснодарский край
273 км тр. Ростов-Баку, участок Кропоткин-Армавир, п.Федоровский, Новокубанский р-н, справа при движении от г.Армавира, 143 км тр. М29 (Кавказ); |45.09468|40.95298|23036|RU|918-488-4535             88619536793|Краснодарский край
"г. Сочи, Лазаревский р-н, п. Дагомыс, ул. Батумское шоссе 34а, трасса ""Джубга-Сочи"", на выезде из Дагомыса в Сочи"|43.66162|39.67297|23037|RU|(8622) 52-37-88|Краснодарский край
г. Краснодар, ул. Дзержинского, 94|45.09577|38.97927|23038|RU|(8612) 58-34-13|Краснодарский край
трасса Темрюк - Краснодар - Кропоткин, 158 км от г.Темрюка, на въезде в г.Краснодар со стороны г.Кропоткин, справа при движении от г.Кропоткин 130 км|45.00903|39.12197|23039|RU|8 (918) 438-82-27|Краснодарский край
1199 км трассы Москва-Новороссийск, участок Ростов-Краснодар, 700 м от ст. Павловская, справа при движении от г.Краснодара, 135 км от г.Ростова|46.11028|39.82995|23040|RU|88619153808|Краснодарский край
ст. Брюховецкая, ул. Олега Кошевого |45.77803|38.99113|23041|RU|88615620400|Краснодарский край
1231 км трассы Москва-Новороссийск, участок Ростов-Краснодар, ст. Ирклиевская + 600 м, справа при движении от г.Ростова, 170 км|45.8487|39.68158|23042|RU|88612405016|Краснодарский край
1280 км трассы Москва-Новороссийск, участок Ростов-Краснодар, г.Кореновск+700 м, справа при движении от г.Краснодара, 210 км от г.Ростова |45.46892|39.39555|23043|RU|88614249988|Краснодарский край
1405 км трассы Москва-Новороссийск, участок Краснодар-Джубга, 64 км от г.Краснодара, справа, перед развилкой на г.Горячий ключ|44.65148|39.15273|23044|RU|88615934325|Краснодарский край
"трасса Краснодар - Джубга, 64 км от Краснодара, слева по ходу движения, перед развилкой на г. Горячий ключ, напротив АЗС №44 и севиснного центра ""Мерседес"""|44.6514|39.1507|23045|RU|8 (861) 240-90-37|Краснодарский край
ст. Саратовская, ул. Шоссейная, 2|44.70678|39.22937|23046|RU|(861) 246-25-07|Краснодарский край
г. Тимашевск ул. Гибридная, 3 А|45.63742|38.93788|23047|RU|88613090756|Краснодарский край
Лабинский р-н, пгт. Мостовской, ул. Аэродромная, 1 Б |44.395|40.8145|23048|RU|(86192) 5-32-00|Краснодарский край
г. Новороссийск, пересечение пр-та Дзержинского и ул.Хворостянского|44.68092|37.77947|23049|RU|(8617) 61-65-41|Краснодарский край
г. Краснодар, ул. Ставропольская, 2/1 |45.01332|38.98188|23050|RU|(8612) 13-40-09|Краснодарский край
г. Апшеронск, ул. Ворошилова, 280|44.44143|39.7681|23051|RU|8 (86152) 2-79-14|Краснодарский край
г. Белореченск, ул. Свердлова, 323|44.75405|39.89313|23052|RU|(86155) 3-16-70|Краснодарский край
125 км трассы Ростов-Баку, участок Павловская-Кропоткин Тихорецкий р-н, ст. Юго-Северная, слева при движении от ст.Павловской 49 км+550 м по трассы  М29 (Кавказ)|45.7657|40.2423|23053|RU|88619643698|Краснодарский край
трасса Темрюк - Краснодар - Кропоткин обход в  6 км справа, ст. Полтавская|45.32857|38.23699|23054|RU|8 (861) 240-50-33|Краснодарский край
г. Тимашевск, кольцевое пересечение трассы Краснодар - Ейск|45.6008|38.9587|23055|RU|88613077220|Краснодарский край
г. Краснодар,  Ростовское ш.,3|45.06353|38.98537|23056|RU|88612409204|Краснодарский край
г. Краснодар, угол ул.Сормовской и ул. Старокубанской; |45.02245|39.04935|23057|RU|8 (861) 992-08-06|Краснодарский край
г. Краснодар, Сормовская, 4|45.02333|39.06083|23058|RU|(861) 240-91-08|Краснодарский край
г. Сочи, Адлерский р-н, ул. Старонасыпная 34/12|43.42803|39.93003|23059|RU|(8622) 40-02-49|Краснодарский край
г. Славянск-на-Кубани, ул. Пролетарская|45.24688|38.102|23064|RU|8 (86146) 7-86-21|Краснодарский край
20,5 км трассы М25, от начала трассы. АЗС расположена справа не доезжая ст. Старотиторовской 500 м.|45.19385|37.16285|23070|RU|8 (86148) 9-19-55|Краснодарский край
Калининский р-н, ст.Калининская, а/д Тимашевск - Славянск-на-Кубани 26 + 500 км|45.46508|38.69842|23096|RU|8(918) 448-14-12 |Краснодарский край
г.Апшеронск, ул Партизанская 21а|44.46538|39.72937|23104|RU|8(86152)29004|Краснодарский край
г. Апшеронск, ул. Исполкомовская, 193|44.48638|39.71978|23105|RU|8 (86152) 2-78-59|Краснодарский край
п. Белозерный, по трассе Краснодар-Славяск-на-Кубани|45.07393|38.71625|23108|RU|(861) 240-05-51|Краснодарский край
г. Новороссийск, ул. Сухумское ш., 64 Б|44.73222|37.80967|23110|RU|(8617) 27-77-89|Краснодарский край
г. Апшеронск, ул. Пролетарская, 181|44.44167|39.71473|23112|RU|8 (86152) 2-78-38|Краснодарский край
ст. Каневская, объездная дорога|46.05627|38.99968|23113|RU|88616473850|Краснодарский край
ст. Елизаватенская, ул.Степная, 421|45.05105|38.82237|23115|RU|88612409228|Краснодарский край
станица Кущёвская, ул. Пушкина, 214|46.54109|39.62243|23118|RU|918-247-53-44|Краснодарский край
г. Краснодар ул. Автолюбителей, 32|45.00505|39.06815|23119|RU|(861) 240-91-06|Краснодарский край
ст. Староминская, ул. Александровская, 65|46.54417|39.05442|23120|RU|(86153) 4-30-47|Краснодарский край
"г. Сочи, ул. Пластунская 68, ""Краснодарское кольцо"""|43.60713|39.73657|23121|RU|(8622) 68-07-01|Краснодарский край
"г. Сочи, ул. Транспортная 57, ""ТЭЦ"" (ограничен заезд большегрузного транспорта)"|43.591969|39.753513|23122|RU|(988) 2-33-10-87|Краснодарский край
"г. Сочи, ул. Горького 61, ""Завокзальная"""|43.59503|39.72965|23123|RU|(8622) 64-63-42 |Краснодарский край
г. Сочи, ул. Виноградная 220а|43.63198|39.71323|23124|RU|+7 (989) 751-60-12|Краснодарский край
"г. Сочи, ул. Параллельная 4/1, ""Автовокзал"""|43.59002|39.73257|23125|RU|8(988) 285-08-80|Краснодарский край
с. Молдовановка, ул. Ивановская, 1/1, Адлерский р-н|43.46378|39.9675|23128|RU|(8622) 43-00-26|Краснодарский край
с. Веселое, ул. Мира,  2/2, Адлерский р-н |43.40592|40.00067|23129|RU|(8622) 42-11-95|Краснодарский край
г.Сочи, ул.Конституции, 4/3|43.58618|39.71578|23130|RU|8 (988) 233-10-97|Краснодарский край
"г. Сочи, Лазаревский р-н, п. Дагомыс, ул. Батумское шоссе 63, трасса ""Джубга-Сочи"", на въезде в дагомыс из Сочи"|43.66225|39.67314|23131|RU|(988) 2-33-10-97|Краснодарский край
г. Сочи, Хостинский р-н, п. Хоста, ул. Шоссейная 2|43.51874|39.854|23132|RU|(988) 2-33-39-60|Краснодарский край
ст.Новоминская, Каневский р-он, вдоль автодороги Краснодар-Ейск, 148 км + 70 м трассы Краснодар-Ейск|46.32022|38.93347|23152|RU|(8861) 647-75-20|Краснодарский край
г. Сочи ул. Урожайная, 4|43.40613|39.99482|23156|RU|89181086215|Краснодарский край
г.Курганинск Армавирское шоссе 1|44.91175|40.60535|23157|RU|88614720957|Краснодарский край
г. Ейск, ул. Шоссейная, 65 а|46.6678|38.26732|23160|RU|89882462503|Краснодарский край
ст. Новопокровская  ул. Григорьева 171 а|45.95547|40.67962|23161|RU|89882428905|Краснодарский край
г. Краснодар ул. Дзержинского 251|45.1247|38.9882|23162|RU|88612409313|Краснодарский край
ст. Новомышастовская, ул. Прикубанская 2/2|45.18213|38.56638|23163|RU|89882409443|Краснодарский край
г. Ейск, ул. Коммунистическая 50|46.66712|38.30432|23164|RU|8(86132)42020|Краснодарский край
г. Новороссийск, ул. Суворовская 133|44.6946|37.78782|23166|RU|8(8617)715105|Краснодарский край
Адлерский район, п. Красная поляна, ул Защитников кавказа|43.67008|40.18898|23169|RU|88622377081|Краснодарский край
Сочи, Ленина 276|43.4572|39.90397|23170|RU|88622377084|Краснодарский край
Сочи, Виноградная|43.63375|39.7062|23171|RU|88622399972|Краснодарский край
Адлер, Авиационная|43.4331|39.93733|23172|RU|89928888822|Краснодарский край
а/д Белореченск - Нижневеденеевский 4 км + 790 м справа, , п. Верхневеденеевский|44.82943|39.78177|23174|RU|8 (988) 381-50-87|Краснодарский край
ст. Ладожская а/д Темрюк-Усть-Лабинск-Кропоткин|45.31469|39.92193|23175|RU|8(928)471-34-03|Краснодарский край
"ст. Октябрьская, ФАД ""Дон"" 1179 км + 300 м, справа"|46.27673|39.83068|23176|RU|(86161)-384-94|Краснодарский край
Крымский район, г. Анапа, Симферопольское шоссе, 92, АД Новороссийск - Порт Кавказ 50 км + 270 м (слева)|44.94207|37.31744|23178|RU|8(988)2433755|Краснодарский край
Краснодарский край, Крымский район, с. Киевское, АД Крымск - Джигинка 20 км + 450 м (слева)|45.03673|37.87203|23180|RU|89882433756|Краснодарский край
район, ст. Благовещенская, ул. Таманская, вдоль а/д Виноградный - Благовещенская 14км+200м (справа)|45.05703|37.16128|23181|RU|86133-7-82-06|Краснодарский край
Анапский район, с Юровка по ул. Крымская,69|45.1186|37.40272|23182|RU|89882433759|Краснодарский край
ст. Динская, ул. Красная 196 б|45.23332|39.21103|23187|RU|89882454427|Краснодарский край
ст. Петровская, ул. Открытая  6|45.4205|37.9278|23264|RU|989-198-67-26|Краснодарский край
ст. Старовеличковская, ад. Калининская-Новотиторовская 6+120 м слева|45.454219|38.706482|23188|RU|89882454306|Краснодарский край
ст. Крыловская, ул. Промышленная, 3|46.31033|39.94497|23189|RU|8(86161) 3-55-56|Краснодарский край
ст. Петропавловская, а/д Усть-Лабинск - Упорное, 71+100м, справа|45.07343|40.47137|23191|RU|8 (988) 381-50-78|Краснодарский край
"пос. Ольгинка, с. Ольгинка, ФАД А-147 ""Джубга-Сочи"", км 30+660 слева"|44.21714|38.89501|23192|RU|8 (861) 242-15-75|Краснодарский край
п. Виноградный, а-д, Новороссийск-Порт Кавказ (М25) 63 км+800м справа.|45.0547|37.32872|23193|RU|(86133)-96-397|Краснодарский край
а/д Крымск-Джигинка, км 6+600 м справа|44.95135|37.97173|23194|RU|86131-2-29-28|Краснодарский край
г. Усть - Лабинск, ул. Вольная, 195|45.2348|39.71945|23195|RU|8 (86135) 4-53-04|Краснодарский край
с. Белая Глина, ул.Южная 8|46.06567|40.88393|23196|RU|88615473479|Краснодарский край
Краснодарский край, г. Краснодар, ул. Российская, д. 101|45.071892|39.014453|23200|RU|-|Краснодарский край
г.Кропоткин, а\д Кавказская - Дмитриевская, км 3, перекресток с улицей Авиационной|45.45115|40.57534|23201|RU|861-38 6-10-41|Краснодарский край
г. Новороссийск, ст. Раевская на а/д Юровка - Раевская - Волчьи Ворота|44.84001|37.57801|23202|RU|8(918)07-63-580|Краснодарский край
г. Гулькевичи, АД Гулькевичи - Скобелевская 0+400м справа|45.34286|40.69104|23204|RU|(86160) 3-22-01|Краснодарский край
г. Краснодар, ул. Новороссийская, 3|45.03242|39.02415|23208|RU|8 (861) 248-54-62|Краснодарский край
г. Краснодар, ул Путевая, 3|45.04473|38.9819|23209|RU|8 (861) 215-42-98|Краснодарский край
а/д Майкоп - Усть-Лабинск - Кореновск 129 км + 500 м справа|45.45768|39.43642|23210|RU|88614247210|Краснодарский край
п. Ольгинка, а/д Отрадное-Ольгинское-Новокубанск-Армавир|45.08208|41.06943|23211|RU|861-95 41-993|Краснодарский край
г. Анапа, ул. Ленина, 197|44.86957|37.33115|23212|RU|86133-27565|Краснодарский край
"КК, Туапсинский р-н, с. Бжид  М4 ""Дон"", км. 1441+920, слева"|44.366458|38.695002|23213|RU|8 (861) 242-15-78|Краснодарский край
ст. Медведовская, ул. Шоссейная, 1А, вдоль автодороги «Краснодар-Ейск», км 37+500 (слева)|45.4474|38.9923|23215|RU|989-839-3350|Краснодарский край
 г. Краснодар, ул. Тополинная 50|45.098|38.9983|23216|RU|8 (988) 602-16-49|Краснодарский край
а\д Краснодар-Новороссийск, 138 км + 900 м справа|44.84146|37.6688|23217|RU|8(988) 509-96-25|Краснодарский край
ст. Старокорсунская, ул Северная,  1/16|45.05422|39.29553|23218|RU|8(989)8385561|Краснодарский край
а/д Краснодар-Новороссийск, 87 км, справа|44.855387|38.226999|23219|RU|8 (989) 272-02-95|Краснодарский край
ст.Павловская, а/д Староминская-Ленинградская-Павловская, 77 км, слева|46.12856|39.7676|23220|RU|88619157832|Краснодарский край
ст. Старотитаровская, А\Д Краснодар-Ейск, слева|45.26051|38.99847|23221|RU|8 (988) 386-47-78|Краснодарский Край
г. Краснодар, А\Д Темрюк-Краснодар-Кропоткин, 159 км  (справа)|45.00945|39.12765|23223|RU|8 (861) 992-01-81|Краснодарский Край
г. Краснодар, ул. Лизы Чайкиной, 6|45.03008|39.05729|23224|RU|89186355562|Краснодарский край
г. Краснодар, ул. Российская, 369|45.119719|39.010845|23225|RU|8-918-211-91-27|Краснодарский край
ст. Северская, ул. Западная|44.863867|38.661886|23226|RU|8 (86166) 2-51-39|Краснодарский край
г. Лабинск, ул. Фрунзе, 2\2|44.59922|40.74303|23227|RU|8-929-831-16-69|Краснодарский край
г. Приморско-Ахтарск, ул. Фестивальная, 22|46.04942|38.20694|23228|RU|861-43 2-05-72|Краснодарский край
А\Д Темрюк-Краснодар-Кропоткин 213км+800м (объезд г. Усть-Лабинск)|45.24286|39.68813|23229|RU|8 (86135) 4-06-49|Краснодарский Край
г. Усть-Лабинск, ул. Заполотняная, 17А|45.22052|39.67267|23230|RU|79186396699|Краснодарский край
ст. Воронежская, А\Д Темрюк-Краснодар-Кропоткин 223км (слева)|45.21958|39.58593|23231|RU|8 (86135) 3-77-29|Краснодарский Край
г. Краснодар, ул. Новороссийская|45.02863|39.01556|23233|RU|89183810850|Краснодарский край
п. Архипо-Осиповка ФАД М-4 «Дон», км 1455+511 (справа)|44.37067|38.54761|23234|RU|89892720818|Краснодарский край
п. Южный Центральная 32|44.73868|39.860045|23236|RU|8 (988) 242-15-77|Краснодарский край
г. Армавир, ул. Северный жилой район 17|45.02762|41.11514|23237|RU|989-198-46-37|Краснодарский край
г. Абинск  ФАД Краснодар-Новороссийск, 96 км (слева) |44.861598|38.131606|23251|RU|8 (989) 290-16-33|Краснодарский край
г. Краснодар ул. Разина 57|45.01995|39.02439|23257|RU|8 (861) 235-37-16|Краснодарский край
хутор Большевик ,ФАД Кавказ 140 км +700м|45.123523|40.925437|23261|RU|989-198-46-36|Краснодарский край
г.Геленджик Островского 149|44.55437|38.1101|23262|RU|(989)199-46-78|Краснодарский край
г. Краснодар, ул. Проспект Чекистов 50|45.0346|38.9239|23272|RU|8965-461-89-04, 798852324918|Краснодарский край
х. Коржевский, вдоль а/д Темрюк – Краснодар – Кропоткин, км 35 + 100 (слева).|45.19669|37.70716|23273|RU|(86146) 4-70-51 (79886520987)|Краснодарский край
г. Краснодар, Западный округ, ул. им. Тургенева, д. 138/5|45.05986|38.96175|23274|RU|8-988-470-92-47|Краснодарский край
ст. Кущевская, ул. Танспортная 32|46.55861|39.67574|23275|RU|79882404456|Краснодарский край
г. Армавир, а/д Армавир - Отрадная, 7 ка + 800 м, справа|44.946624|41.129369|23276|RU|8 (861) 376-20-50|Краснодарский край
г. Краснодар, Карасунский внутригородской округ, ул. Уральская, 131/1|45.0421|39.10264|23277|RU|8 (861) 992-11-54|Краснодарский край
г. Краснодар, ул. Красных партизан/Западный обход|45.08504|38.8987|23278|RU|8-988-461-39-93|Краснодарский край
 п. Шепси, вдоль трассы А-147 Джубга -Сочи 80+ 400 км|44.04129|39.15205|23282|RU|8 (86167) 7-79-11|Краснодарский край
"Крыловской район, ФАД М4 ""ДОН"" 1177 км + 400 метров. Слева"|46.302464|39.813956|23284|RU|8-928-292-50-62|Краснодарский край
ст. Тбилисская, ул. Октябрьская, д. 141 Д|45.36286|40.183982|23365|RU|8-918-440-99-27|Краснодарский край
 г. Сочи, Хостинский район, ул. Транспортная 183|43.569313|39.756187|23366|RU|8-988-233-10-88|Краснодарский край
г. Краснодар, ул. Восточно-Кругликовская д. 35|45.041513|39.02637|23368|RU|8-918-488-45-35|Краснодарский край
Темрюкский р-н, ст. Тамань, трасса Новороссийск-Керченский пролив М25, 26 км, справа|45.210601|36.759272|23373|RU|8 918 939-20-00|Краснодарский край
Темрюкский р-н, ст. Тамань, трасса Новороссийск-Керченский пролив М25, 26 км, слева|45.215997|36.764516|23374|RU|8 918 343-49-03|Краснодарский край
г. Лабинск, ул. Победы, 141|44.647329|40.734978|23375|RU|8-929-831-16-69|Краснодарский край
"г. Славянск-на-Кубани а/д ""Темрюк-Краснодар-Кропоткин"""|45.272816|38.181189|23379|RU|8-989-297-87-32|Краснодарский край
г. Кадников, ул. Кленовая, д.1|59.51025|40.368417|23 Э|RU|(921) 125-75-99|Вологодская область
Брестская обл., Жабинковский р-н, г. Жабинка, ул. Каменецкая, 4|52.20625|24.005124|24|BY|-|Брестская область
Брестская обл., г. Пинск, ул.60 лет Октября, д.15а|52.118063|26.063345|25|BY|-|Брестская область
г.Вологда, Пошехонское ш.|59.187917|39.855283|25 Э|RU|(921) 238-01-75|Вологодская область
Витебская обл., г. Витебск, ул. Воинов Интернационалистов, 58|55.153767|30.239535|26|BY|-|Витебская область
г. Ставрополь,Старомарьевское ш.|45.0536|42.02842|26062|RU|(8652) 28-09-72|Ставропольский край
г. Ставрополь, ул. Гражданская, 2Е|45.05085|41.99553|26063|RU|(8652) 28-09-70|Ставропольский край
г. Ставрополь, ул. Коломийцева, 27|45.099925|41.949722|26065|RU|(8652) 94-84-28|Ставропольский край
 553 км трассы Астрахань-Ставрополь, на развилке у с. Грачевское и с. Александровское|45.13363|42.34378|26066|RU|8 (8652) 31-41-76|Ставропольский край
г. Ставрополь, перекресток ул. Кирина и ул.Лермонтова|45.03675|41.98272|26067|RU|(8652) 23-33-63|Ставропольский край
г. Ставрополь, проезд Двойной, 1 а|45.05905|41.9368|26068|RU|(8652) 39-41-41|Ставропольский край
г. Ставрополь, пр-кт Кулакова, 5|45.04627|41.91218|26069|RU|(8652)56-29-63|Ставропольский край
г. Ставрополь,ул.Шпаковская, 98 |45.02151|41.91715|26071|RU|(8652) 73-97-27|Ставропольский край
г. Ставрополь, ул.Доваторцев, 54|45.00317|41.92708|26072|RU|(8652) 77-53-06|Ставропольский край
Шпаковский район, Михайловск|45.1199|42.04513|26073|RU|(8655) 362316|Ставропольский край
"210 км трассы ""Кавказ"", с. Заветное, справа при движении от г.Ростова"|44.76372|41.59502|26077|RU|89888689462|Ставропольский край
Кочубеевский р-н, 233 км а/д «Кавказ» |44.70267|41.86603|26078|RU|89888687892|Ставропольский край
г. Ипатово, ул. Полевая, 2, трасса Астрахань - Ставрополь, справа при движении от г.Ставрополя|45.72972|42.87922|26079|RU|8(8654)259617|Ставропольский край
г. Пятигорск, ул.Ермолова, 46 (ограничен заезд большегрузного транспорта)|44.05198|42.99722|26083|RU|8(8793) 97-58-89|Ставропольский край
г. Буденновск, пр-кт Космонавтов, 34 |44.80288|44.14908|26084|RU|(86559) 2-26-47|Ставропольский край
г. Лермонтов, проспект Лермонтова, 22-а|44.097423|42.978635|26086|RU|(87935)35442|Ставропольский край
35 км трассы Мин.Воды-Кисловодск, г. Ессетуки, справа при движении от г. Кисловодск (ограничен заезд большегрузного транспорта)|44.02627|42.81875|26087|RU|988-869-39-46|Ставропольский край
г. Кисловодск, Предгорный р-н, въезд в город со стороны г.Мин.Воды|43.95127|42.7464|26088|RU|988-869-72-17|Ставропольский край
г. Георгиевск ул. Калинина, 97 Б|44.1382|43.46125|26089|RU|(87951) 273-71|Ставропольский край
г. Железноводск, въезд со стороны г.Пятигорска|44.12597|43.06848|26090|RU|(8988863241|Ставропольский край
г. Ессентуки, ул.Новая|44.0437|42.89892|26091|RU|(87934) 6-86-03|Ставропольский край
г. Пятигорск, справа при движении в город со стороны п.Иноземцево|44.07537|43.08025|26092|RU|(89886281181|Ставропольский край
г. Пятигорск, ул.Калинина/Георгиевская|44.01235|43.1003|26093|RU|(87933) 4-82-24|Ставропольский край
г. Зеленокумск, ул. 50 лет Октября, 82|44.43077|43.87658|26095|RU|(86552) 3-52-66|Ставропольский край
г. Буденновск, ул.Калинина 92 А|44.78882|44.168|26097|RU|(87959) 72721|Ставропольский край
г. Мин.Воды,справа при движении в город г.Мин.Воды, 473 км трассы М29 |44.22363|43.05758|26099|RU|988-869-47-33|Ставропольский край
с. Бурлацкое|45.05117|43.66755|26100|RU|86549-2-96-90|Ставропольский край
с. Старомарьевка, ул. Дорожная, 11|45.09753|42.22833|26103|RU|89888687365|Ставропольский край
г. Ставрополь, ул. Пригородная, 225|45.07572|42.00787|26107|RU|(8652)36-75-14|Ставропольский край
г. Новопавловск, ул. Ставропольская, р-н автовокзала|43.97463|43.62688|26111|RU|(87938) 520-15|Ставропольский край
г. Георгиевск, ул.Октябрьская,154|44.17843|43.43748|26137|RU|89888690417|Ставропольский край
г. Невинномысск, ул. Апанасенко , 72 Б.|44.60517|41.96008|26138|RU|89888688980|Ставропольский край
"211 км трассы ""Кавказ"", с.Заветное, Кочубеевский р-он."|44.76328|41.60267|26139|RU|988-868-58-96|Ставропольский край
г. Ставрополь, ул. Серова, 244 квартал|45.03267|42.00838|26140|RU|(8652) 23-27-29|Ставропольский край
г. Ставрополь, ул. Лермонтова, около Ботанического сада|45.03402|41.91347|26142|RU|(8652) 56-47-97|Ставропольский край
c. Александровское, ул.Войтика,152|44.6883|43.0167|26143|RU|(86557) 2-21-93|Ставропольский край
47 км+ 500м трассы Ставрополь-Батайск, с. Донское, Труновского р-она.|45.44693|41.95462|26144|RU|(86546) 3-36-04|Ставропольский край
г. Невинномысск, ул. Краснопартизанская, 3|44.64048|41.95957|26145|RU|(86554) 6-65-21|Ставропольский край
г. Благодарный, переулок Безымянный|45.1087|43.4025|26146|RU|86549-5-05-87|Ставропольский край
г. Ставрополь, ул.Лермонтова, 339|45.03213|41.94162|26148|RU|(8652) 75-25-37|Ставропольский край
г. Ставрополь, ул. Доваторцев, 38|45.02125|41.9343|26149|RU|(8652) 74-14-55|Ставропольский край
г. Новоалександровск, ул. Толстого|45.48515|41.25272|26179|RU|89888689203|Ставропольский край
г. Ессентуки, Выезд из города|44.05493|42.9259|26203|RU|988-869-20-28|Ставропольский край
 Минераловодский район, ул. Советская 20/3, ФАД «Кавказ», слева|44.18832|43.13117|26252|RU|988-869-36-48|Ставропольский край
г. Пятигорск  ул. Делегатская 97|44.04483|42.9999|26285|RU|89624940890|Ставропольский край
"с. Канглы ФАД М-29 ""Кавказ"", км. 338+200(слева) западнее села Канглы"|44.250009|43.025211|26359|RU|+7 938 300 22 29|Ставропольский край
г. Ставрополь, ул. Южный Обход, 47|44.989359|41.95302|26386|RU|(8652) 74-89-24|Ставропольский край
г. Кисловодск, ул. Азербайджанская 76а|43.917939|42.700382|26396|RU|""|Ставропольский край
Могилевская обл., г. Могилев, ул. Минское шоссе, 27|53.933898|30.258362|27|BY|-|Могилевская область
Могилевская обл., г. Могилев, ул. Челюскинцев, 92|53.888905|30.281215|28|BY|-|Могилевская область
г. Вологда, Окружное ш., 15|59.21455|39.807883|28 Э|RU|(8172) 53-72-01|Вологодская область
Могилевская обл., г. Могилев, пр-т.Шмидта, 2а|53.879459|30.315111|29|BY|-|Могилевская область
д. Б. Корзиха, Приморский р-н, слева|64.48788|40.58271|29312|RU|'8 (921) 470-96-56,8 (8182) 45-15-69'|Архангельская область
'1064 км трассы Москва - Архангельск, 171 км от г. Архангельска, п. Емецк, слева при движении от  г. Архангельска '|63.4788|41.77924|29314|RU|'8 (8183) 02-22-44,8 (911) 592-74-02'|Архангельская область
 г. Архангельск, Обводный канал, ул. Северодвинская|64.53685|40.55616|29315|RU|8 (8182) 28-75-98|Архангельская область
г. Архангельск, ул. Воронина, 38, Ломоносовский р-н|64.51558|40.67011|29334|RU|8-911-581-56-12|Архангельская область
г. Архангельск, Талажское ш., 3|64.56794|40.55755|29344|RU|8-911-659-04-42|Архангельская область
г. Архангельск, ул. Кировская, 1 стр. 5|64.59792|40.56069|29349|RU|8-911-567-31-45|Архангельская область
д. Б. Корзиха, Приморский р-н, справа|64.488985|40.584208|29351|RU|'8-921-245-09-91,8 (8182) 45-15-79'|Архангельская область
'881 км трассы Москва - Архангельск, Шенкурский р-н, слева при движении от г. Архангельска'|62.294891|42.896732|29357|RU|'8 (8185) 14-31-24,8 (911) 592-74-15,8 (952) 256-42-75'|Архангельская область
1160 км трассы Москва - Архангельск, 81 км при движении от г. Архангельска|64.14498|41.608278|29362|RU|8-911-592-22-91|Архангельская область
Ленский р-н, Сафроновская сельская администрация, с. Яренск, ул. Восточная|62.170295|49.101022|29370|RU|(81859) 5-24-87|Архангельская область
г. Коряжма, ул. Складская, напротив Котласского ЦБК|61.30761|47.13737|29371|RU|8-911-056-22-71|Архангельская область
Новодвинск, справа при въезде в город, Ширшинское ш., 2|64.41635|40.78807|29380|RU|8 (81852) 4-34-82|Архангельская область
г. Северодвинск, пересечение пр. Морского и ул. Юбилейной|64.54085|39.77939|29381|RU|'8 (8184) 55-56-358 (8184) 55-58-54 (газ)'|Архангельская область
г. Северодвинск, Архангельское шоссе, 76 |64.5696|39.79895|29382|RU|8-911-598-28-22|Архангельская область
г. Архангельск, ул. Советская, 91|64.5926|40.51461|29383|RU|8-911-567-31-45|Архангельская область
'946 км трассы Москва-Архангельск, участок Вологда-Архангельск, д. Усть-Вага, справа при движении от Архангельска 294 км '|62.69026|42.88808|29384|RU|'8 (81831) 7-41-47,8-911-592-74-01'|Архангельская область
г. Архангельск, Ленинградский пр., 6 корп. 1|64.527123|40.569677|29385|RU|8-911-567-31-45|Архангельская область
г. Архангельск, ул.Адмирала Кузнецова|64.592|40.52311|29386|RU|8-911-593-50-29|Архангельская область
г. Архангельск, Окружное шоссе, 15|64.55545|40.581534|29387|RU|8 (964) 296-19-96|Архангельская область
г. Котлас, ул.Чиркова, 40|61.243394|46.695724|29394|RU|8-921-470-21-90|Архангельская область
"Вельский р-н, г. Вельск, МО ""Усть-Вельское"""|61.094636|42.047509|29395|RU|8-921-470-96-22|Архангельская область
г. Мирный, ул. Циргвава|62.757075|40.362206|29399|RU|8-921-07-07-691|Архангельская область
г.Белозерск, ул. Красноармейская, д. 68 А.|60.019989|37.773928|29 Э|RU|(81756) 2-23-35|Вологодская область
г. Кострома, ул.Магистральная д.40, 3км от знака г.Кострома по левой стороне |57.7275|40.8936|2Д|RU|(4942)33-19-01|Костромская область
г. Иваново, ул. Лежневская, Коляново (поворот на аэропорт)|56.947217|40.974783|2 НП|RU|89303555068|Ивановская область
г. Минск, ул. Ваупшасова, 7|53.894242|27.642147|3|BY|(86391) 5-87-70|Ростовская область
Могилевская обл., Могилевский р-н, Гомельское шоссе|53.836076|30.358743|30|BY|-|Могилевская область
г. Астрахань, на Заболденском участке общегородской транзитной магистрали Астрахань-Волгоград|46.412869|48.067042|30650|RU|(918) 349-06-83|Астраханская область
